01425061653720	成功签收		DPD
01425061653712	可能异常		DPD
01425061653718	成功签收		DPD
01425061653748	成功签收		DPD
01425061653746	成功签收		DPD
01425061653719	成功签收		DPD
01425061653713	成功签收		DPD
01425061653714	成功签收		DPD
01425061653715	成功签收		DPD
01425061653716	成功签收		DPD
01425061653717	成功签收		DPD
01425061653721	成功签收		DPD
01425061654719	成功签收		DPD
01425061654722	成功签收		DPD
01425061654725	成功签收		DPD
01425061654737	成功签收		DPD
01425061654738	成功签收		DPD
01425061654739	成功签收		DPD
01425061654740	成功签收		DPD
01425061655450	成功签收		DPD
01425061655483	成功签收		DPD
01425061655523	成功签收		DPD
01425061655524	成功签收		DPD
01425061655526	成功签收		DPD
01425061655527	成功签收		DPD
01425061655553	成功签收		DPD
01425061655554	成功签收		DPD
01425061655563	成功签收		DPD
01425061655562	成功签收		DPD
01425061655561	成功签收		DPD
01425061655560	成功签收		DPD
01425061655522	成功签收		DPD
01425061655520	成功签收		DPD
01425061655482	成功签收		DPD
01425061655481	成功签收		DPD
01425061655480	成功签收		DPD
01425061655479	成功签收		DPD
01425061655478	成功签收		DPD
01425061655467	成功签收		DPD
01425061655502	成功签收		DPD
01425061655503	成功签收		DPD
01425061655504	成功签收		DPD
01425061655506	成功签收		DPD
01425061655559	成功签收		DPD
01425061655558	成功签收		DPD
01425061655556	成功签收		DPD
01425061655540	投递失败		DPD
01425061655541	成功签收		DPD
01425061655549	成功签收		DPD
01425061655548	成功签收		DPD
01425061655547	成功签收		DPD
01425061655546	成功签收		DPD
01425061655545	成功签收		DPD
01425061655544	投递失败		DPD
01425061655543	成功签收		DPD
01425061655542	成功签收		DPD
01425061655517	成功签收		DPD
01425061655521	成功签收		DPD
01425061655555	成功签收		DPD
01425061655552	成功签收		DPD
01425061655551	成功签收		DPD
01425061655550	成功签收		DPD
01425061655539	成功签收		DPD
01425061655538	成功签收		DPD
01425061655537	成功签收		DPD
01425061655525	成功签收		DPD
01425061655512	成功签收		DPD
01425061655533	成功签收		DPD
01425061655529	成功签收		DPD
01425061655484	成功签收		DPD
01425061655531	成功签收		DPD
01425061655514	成功签收		DPD
01425061655515	成功签收		DPD
01425061655516	成功签收		DPD
01425061655518	成功签收		DPD
01425061655519	成功签收		DPD
01425061655510	成功签收		DPD
01425061655505	成功签收		DPD
01425061655501	成功签收		DPD
01425061655497	成功签收		DPD
01425061655493	成功签收		DPD
01425061655513	成功签收		DPD
01425061655511	成功签收		DPD
01425061655532	成功签收		DPD
01425061655534	成功签收		DPD
01425061655535	成功签收		DPD
01425061655536	成功签收		DPD
01425061655564	成功签收		DPD
01425061655565	成功签收		DPD
01425061655486	成功签收		DPD
01425061655566	成功签收		DPD
01425061655530	成功签收		DPD
01425061655528	成功签收		DPD
01425061655489	成功签收		DPD
01425061655509	成功签收		DPD
01425061655508	成功签收		DPD
01425061655475	成功签收		DPD
01425061655474	成功签收		DPD
01425061655473	成功签收		DPD
01425061655472	成功签收		DPD
01425061655471	成功签收		DPD
01425061655470	成功签收		DPD
01425061655469	成功签收		DPD
01425061655468	成功签收		DPD
01425061655476	成功签收		DPD
01425061655477	成功签收		DPD
01425061655500	成功签收		DPD
01425061655499	成功签收		DPD
01425061655507	成功签收		DPD
01425061655487	成功签收		DPD
01425061655488	成功签收		DPD
01425061655490	成功签收		DPD
01425061655491	成功签收		DPD
01425061655492	成功签收		DPD
01425061655494	成功签收		DPD
01425061655495	成功签收		DPD
01425061655496	成功签收		DPD
01425061655498	成功签收		DPD
01425061655485	成功签收		DPD
01425061655653	成功签收		DPD
01425061655652	成功签收		DPD
01425061655637	成功签收		DPD
01425061655625	成功签收		DPD
01425061655623	成功签收		DPD
01425061655622	成功签收		DPD
01425061655621	成功签收		DPD
01425061655620	成功签收		DPD
01425061655618	成功签收		DPD
01425061655617	成功签收		DPD
01425061655656	成功签收		DPD
01425061655657	成功签收		DPD
01425061655658	成功签收		DPD
01425061655641	成功签收		DPD
01425061655640	成功签收		DPD
01425061655639	成功签收		DPD
01425061655638	成功签收		DPD
01425061655649	成功签收		DPD
01425061655650	成功签收		DPD
01425061655651	成功签收		DPD
01425061655663	成功签收		DPD
01425061655662	成功签收		DPD
01425061655661	成功签收		DPD
01425061655660	成功签收		DPD
01425061655659	成功签收		DPD
01425061655616	成功签收		DPD
01425061655614	成功签收		DPD
01425061655613	成功签收		DPD
01425061655666	成功签收		DPD
01425061655669	成功签收		DPD
01425061655673	成功签收		DPD
01425061655691	成功签收		DPD
01425061655693	成功签收		DPD
01425061655694	成功签收		DPD
01425061655695	投递失败		DPD
01425061655696	成功签收		DPD
01425061655697	成功签收		DPD
01425061655712	成功签收		DPD
01425061655713	成功签收		DPD
01425061655714	成功签收		DPD
01425061655730	成功签收		DPD
01425061655731	成功签收		DPD
01425061655732	成功签收		DPD
01425061655612	成功签收		DPD
01425061655610	成功签收		DPD
01425061655608	成功签收		DPD
01425061655607	成功签收		DPD
01425061655626	成功签收		DPD
01425061655627	成功签收		DPD
01425061655629	成功签收		DPD
01425061655636	成功签收		DPD
01425061655635	成功签收		DPD
01425061655632	成功签收		DPD
01425061655677	成功签收		DPD
01425061655681	成功签收		DPD
01425061655686	成功签收		DPD
01425061655811	成功签收		DPD
01425061655838	成功签收		DPD
01425061655834	成功签收		DPD
01425061655830	成功签收		DPD
01425061655826	成功签收		DPD
01425061655790	成功签收		DPD
01425061655787	成功签收		DPD
01425061655782	成功签收		DPD
01425061655752	成功签收		DPD
01425061655751	成功签收		DPD
01425061655750	成功签收		DPD
01425061655749	成功签收		DPD
01425061655748	成功签收		DPD
01425061655842	成功签收		DPD
01425061655843	成功签收		DPD
01425061655844	成功签收		DPD
01425061655806	成功签收		DPD
01425061655801	成功签收		DPD
01425061655798	成功签收		DPD
01425061655794	成功签收		DPD
01425061655815	成功签收		DPD
01425061655818	成功签收		DPD
01425061655822	成功签收		DPD
01425061655849	成功签收		DPD
01425061655848	成功签收		DPD
01425061655847	成功签收		DPD
01425061655846	成功签收		DPD
01425061655845	成功签收		DPD
01425061655747	成功签收		DPD
01425061655746	成功签收		DPD
01425061655745	成功签收		DPD
01425061655759	成功签收		DPD
01425061655758	成功签收		DPD
01425061655757	成功签收		DPD
01425061655756	成功签收		DPD
