01425061656178	成功签收		DPD
01425061656179	成功签收		DPD
01425061656180	成功签收		DPD
01425061656181	成功签收		DPD
01425061656378	成功签收		DPD
01425061656186	成功签收		DPD
01425061656187	成功签收		DPD
01425061656188	成功签收		DPD
01425061656182	成功签收		DPD
01425061656189	投递失败		DPD
01425061656168	成功签收		DPD
01425061656169	到达待取		DPD
01425061656170	成功签收		DPD
01425061656171	到达待取		DPD
01425061656172	投递失败		DPD
01425061656173	成功签收		DPD
01425061656174	成功签收		DPD
01425061656175	成功签收		DPD
01425061656192	成功签收		DPD
01425061656193	成功签收		DPD
01425061656194	成功签收		DPD
01425061656195	成功签收		DPD
01425061656196	成功签收		DPD
01425061656191	成功签收		DPD
01425061656190	成功签收		DPD
01425061656197	成功签收		DPD
01425061656263	成功签收		DPD
01425061656266	成功签收		DPD
01425061656267	成功签收		DPD
01425061656268	成功签收		DPD
01425061656269	成功签收		DPD
01425061656270	成功签收		DPD
01425061656246	成功签收		DPD
01425061656247	成功签收		DPD
01425061656248	成功签收		DPD
01425061656249	成功签收		DPD
01425061656250	成功签收		DPD
01425061656251	成功签收		DPD
01425061656252	成功签收		DPD
01425061656253	投递失败		DPD
01425061656254	成功签收		DPD
01425061656255	成功签收		DPD
01425061656245	成功签收		DPD
01425061656244	成功签收		DPD
01425061656271	成功签收		DPD
01425061656272	成功签收		DPD
01425061656273	成功签收		DPD
01425061656274	成功签收		DPD
01425061656257	成功签收		DPD
01425061656256	成功签收		DPD
01425061656239	成功签收		DPD
01425061656240	成功签收		DPD
01425061656241	成功签收		DPD
01425061656275	成功签收		DPD
01425061656262	成功签收		DPD
01425061656210	运输途中	超过4天 最后更新时间 2021-08-19 10:24	DPD
01425061656234	成功签收		DPD
01425061656237	到达待取		DPD
01425061656238	成功签收		DPD
01425061656233	成功签收		DPD
01425061656232	成功签收		DPD
01425061656231	成功签收		DPD
01425061656212	成功签收		DPD
01425061656213	成功签收		DPD
01425061656214	成功签收		DPD
01425061656216	成功签收		DPD
01425061656230	成功签收		DPD
01425061656226	成功签收		DPD
01425061656235	成功签收		DPD
01425061656236	成功签收		DPD
01425061656277	成功签收		DPD
01425061656278	成功签收		DPD
01425061656276	成功签收		DPD
01425061656198	成功签收		DPD
01425061656211	成功签收		DPD
01425061656215	成功签收		DPD
01425061656219	成功签收		DPD
01425061656221	成功签收		DPD
01425061656217	成功签收		DPD
01425061656218	成功签收		DPD
01425061656222	到达待取	超过3天 最后更新时间 2021-08-20 08:17	DPD
01425061656223	成功签收		DPD
01425061656224	到达待取	超过4天 最后更新时间 2021-08-19 11:21	DPD
01425061656225	成功签收		DPD
01425061656227	成功签收		DPD
01425061656228	成功签收		DPD
01425061656229	成功签收		DPD
01425061656258	成功签收		DPD
01425061656259	成功签收		DPD
01425061656260	成功签收		DPD
01425061656220	运输途中	超过5天 最后更新时间 2021-08-18 07:38	DPD
01425061656209	成功签收		DPD
01425061656199	成功签收		DPD
01425061656200	成功签收		DPD
01425061656201	成功签收		DPD
01425061656202	成功签收		DPD
01425061656483	投递失败		DPD
01425061656203	成功签收		DPD
01425061656204	成功签收		DPD
01425061656205	成功签收		DPD
01425061656206	成功签收		DPD
01425061656207	到达待取		DPD
01425061656482	成功签收		DPD
01425061656208	投递失败		DPD
01425061656261	成功签收		DPD
01425061657224	成功签收		DPD
01425061657228	成功签收		DPD
01425061657229	运输途中		DPD
01425061657230	到达待取		DPD
01425061657231	成功签收		DPD
01425061657232	到达待取		DPD
01425061657233	运输途中		DPD
01425061657225	到达待取		DPD
01425061657226	成功签收		DPD
01425061657227	成功签收		DPD
01425061658508	运输途中	超过5天 最后更新时间 2021-08-18 12:35	DPD
01425061658505	到达待取		DPD
01425061658506	运输途中	超过5天 最后更新时间 2021-08-18 12:35	DPD
01425061658507	运输途中	超过5天 最后更新时间 2021-08-18 12:35	DPD
01425061658502	到达待取		DPD
01425061658503	运输途中		DPD
01425061658504	运输途中	超过5天 最后更新时间 2021-08-18 12:35	DPD
01425061658501	运输途中		DPD
01425061123403	成功签收		DPD
01425061123404	成功签收		DPD
01425061123405	到达待取		DPD
01425061123406	到达待取		DPD
01425061123407	成功签收		DPD
01425061123408	成功签收		DPD
01425061123409	运输途中		DPD
01425061123410	成功签收		DPD
01425061123411	成功签收		DPD
01425061123412	到达待取		DPD
01425061123413	到达待取		DPD
01425061123414	成功签收		DPD
01425061123415	成功签收		DPD
01425061123416	到达待取		DPD
01425061123417	成功签收		DPD
01425061123418	到达待取		DPD
01425061123419	成功签收		DPD
01425061123420	运输途中		DPD
01425061123421	到达待取		DPD
01425061123422	到达待取		DPD
01425061123423	投递失败		DPD
01425061123424	运输途中		DPD
01425061123425	运输途中		DPD
01425061123426	到达待取		DPD
01425061123427	运输途中		DPD
01425061123428	成功签收		DPD
01425061123429	成功签收		DPD
01425061123430	运输途中		DPD
01425061123431	成功签收		DPD
01425061123432	成功签收		DPD
01425061123433	到达待取		DPD
01425061123434	运输途中		DPD
01425061123435	成功签收		DPD
01425061123436	成功签收		DPD
01425061123437	到达待取		DPD
01425061123438	成功签收		DPD
01425061123439	到达待取		DPD
01425061123440	成功签收		DPD
01425061123441	运输途中		DPD
01425061123442	到达待取		DPD
01425061123443	到达待取		DPD
01425061123444	投递失败		DPD
01425061123445	运输途中		DPD
01425061123446	运输途中		DPD
01425061123447	到达待取		DPD
01425061123448	运输途中		DPD
01425061123449	到达待取		DPD
01425061123450	投递失败		DPD
01425061123451	到达待取		DPD
01425061123452	成功签收		DPD
01425061123453	到达待取		DPD
01425061123454	投递失败		DPD
01425061123455	运输途中		DPD
01425061123456	成功签收		DPD
01425061123457	成功签收		DPD
01425061123458	成功签收		DPD
01425061123459	到达待取		DPD
01425061123460	到达待取		DPD
00340434493851503637	成功签收		DHL
00340434493851503644	成功签收		DHL
00340434493851503651	运输途中		DHL
00340434493851503668	成功签收		DHL
00340434493851503675	成功签收		DHL
00340434493851503682	成功签收		DHL
00340434493851503699	成功签收		DHL
00340434493851503705	运输途中		DHL
00340434493851503774	运输途中		DHL
00340434493851503767	成功签收		DHL
01466810384494	运输途中	超过4天 最后更新时间 2021-08-19 12:34	DPD
