01425061655764	成功签收	
01425061655763	成功签收	
01425061655642	运输途中	
01425061655665	成功签收	
01425061655685	成功签收	
01425061655702	运输途中	
01425061655703	运输途中	
01425061655704	成功签收	
01425061655705	到达待取	
01425061655706	成功签收	
01425061655707	到达待取	
01425061655708	到达待取	
01425061655709	成功签收	
01425061655710	投递失败	
01425061655711	投递失败	
01425061655701	投递失败	
01425061655700	运输途中	
01425061655733	成功签收	
01425061656007	成功签收	
01425061656027	成功签收	
01425061656049	成功签收	
01425061656050	到达待取	
01425061656052	成功签收	
01425061656105	到达待取	
01425061656089	成功签收	
01425061656090	成功签收	
01425061656093	投递失败	
01425061656094	成功签收	
01425061656095	到达待取	
01425061656096	运输途中	
01425061656097	成功签收	
01425061656098	到达待取	
01425061656028	成功签收	
01425061656029	成功签收	
01425061656031	成功签收	
01425061656048	到达待取	
01425061656046	到达待取	
01425061656045	运输途中	
01425061656044	成功签收	
01425061656041	成功签收	
01425061656040	到达待取	
01425061656037	运输途中	
01425061656036	到达待取	
01425061656032	到达待取	
01425061656099	成功签收	
01425061656100	到达待取	
01425061655689	运输途中	
01425061655688	成功签收	
01425061655668	投递失败	
01425061655670	成功签收	
01425061655671	到达待取	
01425061655672	到达待取	
01425061655674	运输途中	
01425061655675	成功签收	
01425061655676	成功签收	
01425061655678	运输途中	
01425061655679	到达待取	
01425061655680	成功签收	
01425061655682	成功签收	
01425061655683	到达待取	
01425061656086	成功签收	
01425061656085	成功签收	
