01425061655902	到达待取	
01425061655906	到达待取	
01425061655850	到达待取	
01425061655907	到达待取	
01425061655913	到达待取	
01425061655915	投递失败	
01425061655919	成功签收	
01425061655924	成功签收	
01425061655900	到达待取	
01425061655898	成功签收	
01425061655877	成功签收	
01425061655859	投递失败	
01425061655872	到达待取	
01425061655889	成功签收	
01425061656016	成功签收	
01425061655960	投递失败	
01425061655961	成功签收	
01425061655962	成功签收	
01425061655963	成功签收	
01425061656034	成功签收	
01425061656035	投递失败	
01425061656039	成功签收	
01425061656063	投递失败	
01425061656064	到达待取	
01425061656065	投递失败	
01425061656066	到达待取	
01425061656067	运输途中	超过4天 最后更新时间 2021-08-16 12:36
01425061656068	投递失败	
01425061656069	成功签收	
01425061656070	到达待取	
01425061655959	到达待取	
01425061655958	到达待取	
01425061655957	成功签收	
01425061656020	到达待取	
01425061656023	成功签收	
01425061656026	投递失败	
01425061656030	成功签收	
01425061655967	到达待取	
01425061655966	成功签收	
01425061655965	投递失败	
01425061655926	成功签收	
01425061655949	成功签收	
01425061655950	成功签收	
01425061655951	成功签收	
01425061655952	成功签收	
01425061655953	到达待取	
01425061655954	成功签收	
01425061655955	成功签收	
01425061655956	成功签收	
01425061656071	成功签收	
01425061656072	成功签收	
01425061655930	到达待取	
01425061655931	成功签收	
01425061655927	成功签收	
01425061655929	成功签收	
01425061655897	到达待取	
01425061655894	成功签收	
01425061656059	成功签收	
01425061655969	成功签收	
01425061655988	成功签收	
01425061655989	成功签收	
01425061655878	成功签收	
01425061655883	运输途中	
01425061655876	投递失败	
01425061655855	成功签收	
01425061655901	成功签收	
01425061655903	成功签收	
01425061656058	到达待取	
01425061656057	到达待取	
01425061656477	到达待取	
01425061656481	到达待取	
01425061656073	运输途中	
01425061656074	运输途中	
01425061656075	到达待取	
01425061656076	成功签收	
01425061656077	成功签收	
01425061656078	成功签收	
01425061656062	运输途中	
01425061656060	到达待取	
01425061656043	投递失败	
01425061656047	成功签收	
01425061656051	成功签收	
01425061656183	到达待取	
01425061656184	成功签收	
01425061656185	成功签收	
01425061656176	运输途中	
01425061656177	运输途中	
01425061656178	成功签收	
01425061656179	运输途中	
01425061656180	成功签收	
01425061656181	成功签收	
01425061656378	运输途中	
01425061656186	成功签收	
01425061656187	成功签收	
01425061656188	投递失败	
01425061656182	成功签收	
01425061656189	到达待取	
01425061656168	成功签收	
01425061656169	运输途中	
01425061656170	成功签收	
01425061656171	运输途中	
01425061656172	到达待取	
01425061656173	成功签收	
01425061656174	成功签收	
01425061656175	成功签收	
01425061656192	到达待取	
01425061656193	运输途中	
01425061656194	到达待取	
01425061656195	成功签收	
01425061656196	成功签收	
01425061656191	成功签收	
01425061656190	成功签收	
01425061656197	运输途中	
01425061656263	成功签收	
01425061656266	到达待取	
01425061656267	成功签收	
01425061656268	成功签收	
01425061656269	成功签收	
01425061656270	成功签收	
01425061656246	成功签收	
01425061656247	成功签收	
01425061656248	成功签收	
01425061656249	成功签收	
01425061656250	成功签收	
01425061656251	成功签收	
01425061656252	成功签收	
01425061656253	到达待取	
01425061656254	运输途中	
01425061656255	成功签收	
01425061656245	成功签收	
01425061656244	成功签收	
01425061656271	到达待取	
01425061656272	成功签收	
01425061656273	成功签收	
01425061656274	成功签收	
01425061656257	成功签收	
01425061656256	成功签收	
01425061656239	成功签收	
01425061656240	成功签收	
01425061656241	成功签收	
01425061656275	到达待取	
01425061656262	成功签收	
01425061656210	运输途中	
01425061656234	成功签收	
01425061656237	投递失败	
01425061656238	到达待取	
01425061656233	成功签收	
01425061656232	成功签收	
01425061656231	投递失败	
01425061656212	到达待取	
01425061656213	投递失败	
01425061656214	到达待取	
01425061656216	成功签收	
01425061656230	成功签收	
01425061656226	成功签收	
01425061656235	到达待取	
01425061656236	投递失败	
01425061656277	成功签收	
01425061656278	成功签收	
01425061656276	成功签收	
01425061656198	成功签收	
01425061656211	到达待取	
01425061656215	成功签收	
01425061656219	到达待取	
01425061656221	成功签收	
01425061656217	成功签收	
01425061656218	运输途中	
01425061656222	到达待取	
01425061656223	成功签收	
01425061656224	到达待取	
01425061656225	成功签收	
01425061656227	成功签收	
01425061656228	到达待取	
01425061656229	成功签收	
01425061656258	成功签收	
01425061656259	到达待取	
01425061656260	成功签收	
01425061656220	运输途中	
01425061656209	成功签收	
01425061656199	成功签收	
01425061656200	成功签收	
01425061656201	成功签收	
01425061656202	成功签收	
01425061656483	投递失败	
01425061656203	成功签收	
01425061656204	成功签收	
01425061656205	成功签收	
01425061656206	成功签收	
01425061656207	运输途中	
01425061656482	成功签收	
01425061656208	投递失败	
01425061656261	成功签收	
01425061657224	运输途中	
01425061657228	运输途中	
01425061657229	运输途中	
01425061657230	运输途中	
01425061657231	成功签收	
01425061657232	运输途中	
01425061657233	运输途中	
01425061657225	运输途中	
01425061657226	运输途中	
01425061657227	运输途中	
